,white_user_id,white_elo,white_aggressiveness,white_total_time,white_early_times_mean,white_early_times_median,white_early_times_variance,white_early_times_max,white_early_times_min,white_mid_times_mean,white_mid_times_median,white_mid_times_variance,white_mid_times_max,white_mid_times_min,white_end_times_mean,white_end_times_median,white_end_times_variance,white_end_times_max,white_end_times_min,black_user_id,black_elo,black_aggressiveness,black_total_time,black_early_times_mean,black_early_times_median,black_early_times_variance,black_early_times_max,black_early_times_min,black_mid_times_mean,black_mid_times_median,black_mid_times_variance,black_mid_times_max,black_mid_times_min,black_end_times_mean,black_end_times_median,black_end_times_variance,black_end_times_max,black_end_times_min,game_link,opening,result,movements,total_time,points_balance,taken_balance,opening_enc
267,pointlessMaterial,2283,2.0,264.0,17.6,17.0,228.63999999999996,44.0,1.0,18.428571428571427,7.0,404.53061224489795,58.0,1.0,9.4,6.0,97.84000000000003,29.0,3.0,dMachin,2224,2.0,126.0,7.6,5.0,23.84,14.0,3.0,9.571428571428571,6.0,67.38775510204083,25.0,3.0,4.2,3.0,12.559999999999999,11.0,1.0,https://lichess.org/FXCfcsbk,"French Defense: Alekhine-Chatard Attack, Albin-Chatard Gambit",1,36,390.0,3,1,245
268,playLicht,2209,0.0,1263.0,12.526315789473685,3.0,314.9861495844875,72.0,1.0,40.904761904761905,25.0,2543.419501133788,195.0,0.0,8.736842105263158,4.0,217.45706371191136,63.0,0.0,pointlessMaterial,2260,0.0,1738.0,16.105263157894736,10.0,230.72576177285316,53.0,1.0,55.76190476190476,41.0,3045.1337868480728,220.0,2.0,13.736842105263158,6.0,240.6149584487534,54.0,2.0,https://lichess.org/2W15MhLg,"Torre Attack: Fianchetto Defense, Euwe Variation",2,120,3001.0,-11,-1,988
269,pointlessMaterial,2254,2.0,591.0,14.2,18.0,108.55999999999999,29.0,0.0,33.0,30.0,594.2857142857143,70.0,1.0,48.166666666666664,27.0,2210.4722222222226,137.0,8.0,Mizochessprince,1890,0.0,226.0,2.2,2.0,0.15999999999999998,3.0,2.0,6.714285714285714,3.0,55.91836734693878,23.0,1.0,33.6,19.0,904.24,90.0,6.0,https://lichess.org/x3K1HDJB,French Defense: Burn Variation,0,37,817.0,-4,0,250
270,pointlessMaterial,2247,2.0,472.0,22.625,8.5,666.734375,77.0,1.0,15.2,18.0,148.76000000000002,37.0,0.0,15.444444444444445,16.0,107.35802469135803,31.0,1.0,Frankochi,1889,2.0,336.0,3.375,3.5,2.984375,7.0,1.0,9.3,6.0,51.010000000000005,29.0,4.0,27.0,25.5,358.0,54.0,4.0,https://lichess.org/7FNaC9Id,French Defense: Steinitz Variation,0,55,808.0,-1,1,283
271,leudeaur,1819,0.0,194.0,4.8,5.0,11.16,11.0,1.0,6.5,5.5,19.416666666666668,15.0,1.0,6.181818181818182,8.0,18.512396694214875,12.0,0.0,pointlessMaterial,2242,0.0,398.0,21.3,10.5,891.4100000000001,103.0,1.0,9.083333333333334,5.0,110.07638888888887,38.0,1.0,6.909090909090909,5.0,31.17355371900826,22.0,1.0,https://lichess.org/QsjPUrO8,Hungarian Opening: Symmetrical Variation,2,68,592.0,-9,-5,333
272,Egypt-Champion,1634,2.5,726.0,14.083333333333334,13.0,6.076388888888889,19.0,11.0,21.785714285714285,18.0,131.59693877551018,53.0,12.0,21.0,17.5,136.5,55.0,11.0,pointlessMaterial,2240,2.5,533.0,12.083333333333334,4.0,252.74305555555563,55.0,2.0,13.928571428571429,17.0,52.06632653061224,24.0,0.0,16.083333333333332,14.0,187.9097222222222,48.0,0.0,https://lichess.org/2EhXgExx,Sicilian Defense: Smith-Morra Gambit,2,78,1259.0,6,2,938
273,pointlessMaterial,2237,0.0,459.0,11.666666666666666,11.0,75.88888888888889,23.0,1.0,23.25,17.5,307.9375,54.0,3.0,29.0,17.0,1004.2857142857143,99.0,0.0,dystopia753,1668,0.0,858.0,21.833333333333332,16.5,323.13888888888897,60.0,5.0,55.0,50.0,2259.0,173.0,14.0,47.833333333333336,47.5,1569.1388888888887,97.0,0.0,https://lichess.org/f0b8nH1X,"King's Gambit Accepted, Schallopp Defense",0,43,1317.0,1,-1,396
274,pointlessMaterial,2260,0.0,913.0,22.666666666666668,6.0,999.3333333333334,91.0,1.0,46.09090909090909,11.0,11936.628099173551,391.0,2.0,20.2,11.5,320.56,63.0,4.0,KARaZarrUM,1883,0.0,379.0,14.11111111111111,7.0,228.09876543209873,45.0,1.0,14.909090909090908,8.0,220.62809917355372,59.0,5.0,9.777777777777779,8.0,20.617283950617285,22.0,6.0,https://lichess.org/cQeVaT5N,"French Defense: Classical Variation, Steinitz Variation",1,61,1292.0,0,0,260
275,arten50,1885,0.0,407.0,11.142857142857142,11.0,0.4081632653061224,12.0,10.0,19.666666666666668,16.0,82.44444444444444,39.0,11.0,21.714285714285715,15.0,274.2040816326531,62.0,13.0,pointlessMaterial,2252,0.0,440.0,17.428571428571427,3.0,613.1020408163265,68.0,2.0,22.555555555555557,12.0,448.2469135802469,59.0,2.0,16.428571428571427,9.0,169.6734693877551,38.0,2.0,https://lichess.org/pTkSbmTm,"King's Indian Defense: Normal Variation, King's Knight Variation",2,48,847.0,-3,-1,428
276,aqtobe,2276,0.0,71.0,2.3333333333333335,3.0,0.8888888888888888,3.0,1.0,5.666666666666667,3.5,29.222222222222218,17.0,1.0,7.5,6.0,26.75,16.0,2.0,pointlessMaterial,2250,2.0,234.0,44.0,22.0,2186.0,109.0,1.0,6.333333333333333,5.0,11.888888888888888,11.0,3.0,21.333333333333332,5.0,566.888888888889,55.0,4.0,https://lichess.org/f7QmGiCJ,Sicilian Defense,1,27,305.0,0,0,818
277,PEUJ,1996,2.0,77.0,1.6666666666666667,2.0,0.2222222222222222,2.0,1.0,4.833333333333333,4.5,12.47222222222222,12.0,1.0,10.75,6.5,116.1875,29.0,1.0,pointlessMaterial,2234,0.0,351.0,22.666666666666668,2.0,896.2222222222221,65.0,1.0,40.166666666666664,30.5,1682.4722222222224,113.0,2.0,14.0,16.0,68.66666666666667,23.0,3.0,https://lichess.org/oXaxm8hr,King's Indian Defense,2,27,428.0,0,0,410
278,pointlessMaterial,2222,2.0,1082.0,9.375,2.5,382.234375,61.0,0.0,74.36363636363636,49.0,5737.685950413222,207.0,2.0,21.0,10.0,568.4444444444445,79.0,1.0,nelsoncopa39,1920,4.0,371.0,5.375,1.5,57.984375,23.0,0.0,22.454545454545453,7.0,535.7024793388431,63.0,0.0,10.125,4.0,133.609375,38.0,2.0,https://lichess.org/KrnVuVyc,Sicilian Defense: Najdorf Variation,0,57,1453.0,2,2,898
279,pointlessMaterial,2213,0.0,416.0,26.666666666666668,16.5,556.8888888888888,79.0,13.0,17.375,13.0,143.734375,49.0,11.0,16.714285714285715,16.0,16.204081632653065,24.0,10.0,nma5559,1830,2.0,257.0,6.666666666666667,6.5,16.222222222222225,13.0,1.0,12.125,5.0,194.609375,43.0,2.0,20.0,12.5,579.6666666666666,72.0,2.0,https://lichess.org/w6N3ra88,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,0,43,673.0,2,0,914
281,pointlessMaterial,2190,2.0,204.0,6.0,6.0,0.0,6.0,6.0,28.25,31.0,258.1875,45.0,6.0,28.333333333333332,28.0,368.2222222222222,52.0,5.0,Potrilloloco,1896,2.0,226.0,14.0,14.0,0.0,14.0,14.0,3.5,3.5,1.25,5.0,2.0,99.0,99.0,4624.0,167.0,31.0,https://lichess.org/LKBLjOWw,"Pterodactyl Defense: Eastern, Pterodactyl",0,17,430.0,0,0,558
282,Cullutproduction,2060,2.0,1225.0,28.0625,6.0,1566.80859375,133.0,2.0,37.77777777777778,15.5,2374.283950617284,185.0,2.0,6.0,2.5,69.375,32.0,0.0,pointlessMaterial,2154,2.0,1356.0,32.9375,25.5,875.05859375,105.0,0.0,39.666666666666664,36.0,1105.6666666666667,101.0,0.0,7.1875,5.5,27.40234375,21.0,2.0,https://lichess.org/spYH3r0M,Sicilian Defense: Bowdler Attack,2,102,2581.0,-7,-3,831
283,delben,2029,0.0,608.0,2.3333333333333335,2.0,1.5555555555555554,4.0,1.0,40.333333333333336,19.0,1843.222222222222,120.0,4.0,89.75,78.0,6778.6875,198.0,5.0,pointlessMaterial,2174,0.0,478.0,13.333333333333334,7.0,180.22222222222217,32.0,1.0,51.0,37.5,1725.6666666666667,125.0,10.0,33.0,23.5,524.5,71.0,14.0,https://lichess.org/VQQRW4ay,"King's Indian Defense: Fianchetto Variation, Classical Fianchetto",1,28,1086.0,0,0,415
284,pointlessMaterial,2126,0.0,343.0,43.666666666666664,55.0,928.2222222222222,74.0,2.0,29.2,13.0,1421.36,104.0,5.0,16.5,15.5,7.25,21.0,14.0,delben,2034,4.0,237.0,6.0,2.0,50.666666666666664,16.0,0.0,25.2,4.0,1567.7599999999998,104.0,2.0,31.0,14.0,892.6666666666666,73.0,6.0,https://lichess.org/xhNw103m,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,0,25,580.0,-1,-1,914
285,pointlessMaterial,2121,2.0,218.0,7.333333333333333,2.0,80.8888888888889,20.0,0.0,14.0,8.5,108.66666666666667,29.0,3.0,28.0,26.0,522.5,59.0,1.0,lozowoe,1543,4.0,163.0,6.333333333333333,6.0,1.5555555555555554,8.0,5.0,21.166666666666668,16.0,490.4722222222222,69.0,4.0,5.666666666666667,6.0,4.222222222222222,8.0,3.0,https://lichess.org/kOv8hKX4,Sicilian Defense,0,27,381.0,9,3,818
286,Dackson,1845,2.0,740.0,13.0,5.0,336.2857142857143,57.0,1.0,9.333333333333334,8.0,20.444444444444443,19.0,4.0,70.625,78.5,1391.234375,118.0,7.0,pointlessMaterial,2090,2.0,999.0,2.7142857142857144,2.0,7.346938775510204,8.0,0.0,30.22222222222222,5.0,1480.395061728395,126.0,3.0,88.5,29.5,13136.75,341.0,4.0,https://lichess.org/mCCbEZgX,"Sicilian Defense: Dragon, 6. Be3",2,50,1739.0,3,-1,856
287,pointlessMaterial,1964,2.0,695.0,11.0,3.0,274.0,44.0,1.0,53.75,36.0,3017.4375,142.0,1.0,35.0,26.5,961.6666666666666,93.0,4.0,Rocky68,2133,2.0,263.0,1.8,2.0,0.96,3.0,0.0,19.375,11.5,337.484375,51.0,2.0,19.8,14.0,182.95999999999998,43.0,3.0,https://lichess.org/pXMWKn9g,"Sicilian Defense: Dragon Variation, Yugoslav Attack",0,39,958.0,4,2,852
288,adokwu,1940,0.0,1228.0,10.833333333333334,7.5,88.47222222222221,35.0,2.0,42.6,36.0,1330.7733333333333,121.0,3.0,35.30769230769231,23.0,1416.6745562130177,120.0,2.0,pointlessMaterial,1822,2.0,1387.0,16.333333333333332,10.5,230.2222222222222,46.0,0.0,57.333333333333336,52.0,2397.022222222222,146.0,0.0,25.46153846153846,8.0,1194.863905325444,109.0,3.0,https://lichess.org/8nZ5O4HQ,"Sicilian Defense: Dragon Variation, Classical Variation",2,82,2615.0,-7,-3,849
289,RadikR,1575,0.0,445.0,13.833333333333334,9.0,205.80555555555551,45.0,3.0,22.11111111111111,9.0,773.4320987654321,94.0,2.0,20.375,15.0,236.234375,52.0,3.0,pointlessMaterial,1744,0.0,499.0,36.0,37.5,419.3333333333333,60.0,3.0,14.88888888888889,4.0,290.7654320987655,45.0,0.0,21.285714285714285,6.0,799.3469387755102,84.0,0.0,https://lichess.org/VGa94BlH,Indian Game: West Indian Defense,2,47,944.0,-4,0,352
290,pointlessMaterial,1500,0.5,1109.0,21.27777777777778,11.0,526.8672839506173,74.0,0.0,22.571428571428573,16.0,413.1020408163266,67.0,2.0,13.263157894736842,11.0,138.19390581717454,44.0,0.0,RadikR,1581,2.5,1324.0,26.0,9.0,2950.777777777778,239.0,3.0,24.142857142857142,14.0,1310.5986394557826,175.0,3.0,19.38888888888889,9.0,763.4598765432098,117.0,2.0,https://lichess.org/p01DS0er,Scandinavian Defense: Mieses-Kotroc Variation,0,117,2433.0,3,1,773
291,OSHO3058,2227,0.0,785.0,8.0,8.0,12.0,13.0,2.0,23.6,16.0,657.6400000000001,95.0,2.0,61.625,33.5,3197.484375,183.0,10.0,daryoush22,2199,0.0,727.0,4.0,3.0,6.571428571428571,10.0,2.0,24.3,9.0,1580.8100000000002,141.0,3.0,65.14285714285714,48.0,2996.4081632653065,173.0,9.0,https://lichess.org/HkE4kn5p,"King's Indian Defense: Normal Variation, King's Knight Variation",0,51,1512.0,1,1,428
292,Larbi-Bong,2165,0.0,719.0,9.333333333333334,4.5,92.22222222222221,27.0,1.0,21.555555555555557,14.0,357.8024691358025,55.0,2.0,67.0,72.0,2401.714285714286,131.0,0.0,OSHO3058,2215,2.0,783.0,11.666666666666666,12.0,38.88888888888889,22.0,3.0,44.22222222222222,25.0,1684.617283950617,120.0,2.0,45.0,12.0,2145.1428571428573,131.0,4.0,https://lichess.org/SrkFpA4M,Caro-Kann Defense,2,46,1502.0,-2,0,87
293,OSHO3058,2203,0.0,458.0,17.25,15.5,148.6875,36.0,2.0,33.857142857142854,25.0,830.6938775510201,99.0,7.0,30.4,22.0,460.23999999999995,73.0,15.0,MrGM,2121,0.0,416.0,12.75,8.0,143.1875,33.0,2.0,40.285714285714285,38.0,121.63265306122449,65.0,28.0,20.75,21.0,318.1875,40.0,1.0,https://lichess.org/J5HnQt1j,"Grünfeld Defense: Three Knights Variation, Burille Variation",0,33,874.0,0,0,326
294,OSHO3058,2209,0.0,486.0,8.571428571428571,7.0,23.387755102040817,20.0,5.0,36.0,32.0,861.1111111111111,109.0,8.0,12.75,11.5,71.9375,26.0,1.0,artuayso,2034,0.0,1158.0,16.857142857142858,3.0,904.408163265306,90.0,2.0,105.55555555555556,71.0,4936.913580246914,223.0,28.0,12.857142857142858,8.0,100.40816326530611,31.0,3.0,https://lichess.org/R1hBrE9p,Zukertort Opening: Nimzo-Larsen Variation,1,49,1644.0,-1,-1,1018
295,OSHO3058,2196,0.0,664.0,11.428571428571429,8.0,103.95918367346938,30.0,0.0,34.77777777777778,25.0,715.7283950617284,81.0,5.0,33.875,13.0,1692.109375,126.0,5.0,YX-__-XY,2107,0.0,982.0,7.857142857142857,5.0,35.265306122448976,20.0,2.0,33.55555555555556,36.0,163.58024691358025,48.0,15.0,89.28571428571429,23.0,14745.061224489795,374.0,9.0,https://lichess.org/FrNoTCmG,"Queen's Gambit Declined: Harrwitz Attack, Fianchetto Defense",0,49,1646.0,0,0,592
296,Intelligence64,1813,2.0,466.0,8.0,9.0,24.0,17.0,1.0,20.0,17.0,163.3846153846154,41.0,2.0,9.833333333333334,6.5,71.47222222222221,28.0,1.0,OSHO3058,2192,2.0,1233.0,21.727272727272727,13.0,311.65289256198344,59.0,3.0,34.61538461538461,29.0,331.0059171597634,71.0,4.0,45.333333333333336,40.5,1177.2222222222222,140.0,9.0,https://lichess.org/GEH6NQhf,Modern Defense: Gurgenidze Defense,2,74,1699.0,-16,-2,473
297,Bormatyxa,2000,0.0,455.0,7.833333333333333,5.5,48.47222222222223,22.0,1.0,37.0,18.0,2463.75,164.0,4.0,16.0,10.0,163.42857142857142,35.0,1.0,OSHO3058,2183,2.0,391.0,5.166666666666667,4.0,11.138888888888888,11.0,2.0,20.0,14.5,304.0,52.0,1.0,28.571428571428573,9.0,885.3877551020408,87.0,1.0,https://lichess.org/SRMQjsZc,Caro-Kann Defense,2,44,846.0,1,1,87
298,allahverdy,2107,0.0,652.0,11.375,6.5,154.734375,43.0,2.0,25.1,18.0,720.49,99.0,2.0,38.75,14.5,2056.4375,147.0,2.0,OSHO3058,2167,2.0,994.0,26.25,15.0,609.4375,68.0,2.0,55.7,60.5,1090.6100000000001,116.0,6.0,28.375,18.0,445.734375,57.0,7.0,https://lichess.org/jDNbVn0b,"Caro-Kann Defense: Advance Variation, Short Variation",2,54,1646.0,-6,-2,93
299,OSHO3058,2195,0.0,1053.0,21.7,13.0,330.01000000000005,51.0,5.0,45.416666666666664,40.0,939.576388888889,99.0,2.0,29.1,15.0,1156.49,121.0,2.0,ozgurpir,1970,0.0,1176.0,18.0,12.5,291.4,65.0,4.0,53.166666666666664,45.0,2574.638888888889,188.0,2.0,35.8,27.0,1359.76,128.0,1.0,https://lichess.org/kPBP6eho,Semi-Slav Defense: Main Line,2,66,2229.0,-5,-1,808
300,OSHO3058,2191,2.5,1491.0,25.5,11.5,1004.8214285714286,118.0,2.0,42.411764705882355,22.0,1487.4186851211073,108.0,1.0,27.533333333333335,20.0,615.5822222222222,92.0,2.0,frank110255,1794,0.5,1557.0,27.857142857142858,11.5,720.408163265306,74.0,2.0,47.529411764705884,17.0,2458.955017301038,148.0,0.0,23.933333333333334,21.0,282.06222222222215,64.0,1.0,https://lichess.org/UCAG2iwT,Semi-Slav Defense,0,94,3048.0,-5,-1,801
301,Eeky,1894,2.0,825.0,15.833333333333334,11.5,140.4722222222222,32.0,3.0,65.625,58.5,3605.484375,210.0,3.0,29.285714285714285,32.0,182.20408163265307,53.0,6.0,OSHO3058,2223,0.0,732.0,11.833333333333334,10.0,40.13888888888889,25.0,6.0,57.5,35.5,3448.25,190.0,3.0,33.5,32.0,398.5833333333333,65.0,9.0,https://lichess.org/X8IICkIX,English Opening: Anglo-Dutch Defense,0,43,1557.0,-9,-3,167
302,Vovchik1-1,2227,0.0,496.0,15.25,13.5,101.1875,31.0,3.0,40.42857142857143,19.0,2266.2448979591836,148.0,3.0,30.4,29.0,319.04,53.0,3.0,OSHO3058,2243,2.0,395.0,11.0,8.5,93.5,25.0,2.0,38.57142857142857,20.0,1760.2448979591838,123.0,2.0,20.25,16.0,303.1875,47.0,2.0,https://lichess.org/ub5zbmSQ,Caro-Kann Defense: Advance Variation,0,33,891.0,0,0,90
303,Blizzard3388,2123,0.0,754.0,5.333333333333333,4.0,18.388888888888893,18.0,2.0,25.5,16.0,926.8214285714286,117.0,0.0,25.615384615384617,17.0,1132.5443786982248,131.0,0.0,OSHO3058,2227,0.0,1164.0,24.916666666666668,17.5,314.4097222222222,59.0,7.0,33.285714285714285,30.5,808.3469387755104,120.0,2.0,30.692307692307693,8.0,1043.2899408284025,98.0,1.0,https://lichess.org/T2Nk4JV9,Réti Opening,2,80,1918.0,5,-1,754
304,OSHO3058,2218,2.5,796.0,22.2,9.0,964.96,108.0,3.0,24.53846153846154,18.0,898.0946745562129,106.0,1.0,21.25,22.0,105.6875,42.0,7.0,aligole123,1957,2.5,1383.0,40.0,34.0,1308.4,133.0,2.0,38.84615384615385,23.0,2415.207100591716,182.0,2.0,43.45454545454545,39.0,1735.1570247933887,156.0,4.0,https://lichess.org/dj5g5s4X,"Slav Defense: Quiet Variation, Pin Defense",0,71,2179.0,4,2,970
305,Ahmed--Ebrahem,2033,2.0,1279.0,29.0,24.0,455.3333333333333,74.0,6.0,58.45454545454545,64.0,284.7933884297521,89.0,27.0,37.5,40.5,484.65,74.0,3.0,OSHO3058,2205,2.0,1107.0,25.88888888888889,20.0,312.32098765432096,55.0,7.0,47.0,24.0,2165.4545454545455,141.0,2.0,35.7,29.5,1875.6100000000001,155.0,2.0,https://lichess.org/6qzW3BpV,Dutch Defense: Classical Variation,2,62,2386.0,0,0,140
306,OSHO3058,2176,2.0,951.0,27.727272727272727,19.0,402.92561983471074,75.0,6.0,24.307692307692307,16.0,431.1360946745562,75.0,1.0,27.5,14.5,481.0833333333333,71.0,2.0,dpomerantz,2218,0.5,630.0,17.454545454545453,22.0,81.70247933884299,29.0,3.0,16.923076923076923,6.0,447.301775147929,74.0,2.0,19.818181818181817,16.0,295.603305785124,49.0,1.0,https://lichess.org/qRYXV0th,Réti Opening,0,73,1581.0,1,1,754
307,OSHO3058,2167,2.0,523.0,10.4,9.0,25.040000000000003,16.0,3.0,37.375,24.0,1547.734375,139.0,5.0,24.571428571428573,19.0,600.8163265306123,79.0,2.0,crazykings,1871,0.0,391.0,23.0,7.0,1026.4,86.0,2.0,21.25,15.0,354.6875,66.0,1.0,17.666666666666668,11.5,232.22222222222226,38.0,2.0,https://lichess.org/TKhi4OZ0,Queen's Gambit Declined: Orthodox Defense,0,41,914.0,1,3,600
308,OSHO3058,2129,2.0,909.0,24.384615384615383,14.0,685.0059171597633,95.0,2.0,15.875,5.5,300.609375,54.0,1.0,24.142857142857142,13.0,576.5510204081631,75.0,0.0,Rufat_Nasibov,2255,0.0,1505.0,30.307692307692307,5.0,3742.5207100591706,233.0,2.0,55.625,16.0,11995.734375,464.0,2.0,17.0,8.0,355.38461538461536,71.0,2.0,https://lichess.org/1ykZ4qgt,Queen's Pawn Game: London System,0,87,2414.0,-5,1,664
309,MahmoudMmh,1841,0.0,700.0,9.75,3.0,336.6875,69.0,1.0,23.428571428571427,16.0,976.3877551020407,131.0,2.0,19.615384615384617,14.0,804.0828402366863,115.0,1.0,OSHO3058,2118,0.5,1284.0,27.083333333333332,10.5,1547.9097222222224,147.0,2.0,49.0,28.5,2529.714285714286,195.0,3.0,21.0,13.0,203.07692307692307,50.0,4.0,https://lichess.org/gftJiG2c,"Grünfeld Defense: Three Knights Variation, Burille Variation, Reversed Tarrasch",2,80,1984.0,-10,-4,327
310,Ben_Lucas,1827,2.5,1575.0,35.0,12.0,3596.3333333333335,254.0,3.0,37.15,25.5,1087.1275,114.0,1.0,10.631578947368421,5.0,121.9168975069252,39.0,1.0,OSHO3058,2108,0.5,1425.0,49.72222222222222,29.5,3909.9783950617284,284.0,3.0,17.4,8.0,350.84000000000003,72.0,1.0,9.578947368421053,7.0,63.08587257617728,26.0,1.0,https://lichess.org/HWcxR1OF,English Opening: Caro-Kann Defensive System,2,116,3000.0,-6,-4,180
311,adumbname,2068,2.5,718.0,12.125,6.0,171.609375,34.0,0.0,45.6,39.5,1535.84,140.0,1.0,18.333333333333332,12.0,296.6666666666667,52.0,2.0,OSHO3058,2075,0.5,638.0,12.125,10.0,100.359375,36.0,1.0,38.7,29.0,1021.8099999999998,107.0,2.0,17.11111111111111,13.0,204.54320987654316,50.0,3.0,https://lichess.org/KHPNOxQx,Caro-Kann Defense: Classical Variation,2,56,1356.0,-4,-2,97
312,OSHO3058,2035,0.0,927.0,26.666666666666668,16.0,878.6666666666665,99.0,3.0,37.916666666666664,38.0,323.40972222222223,69.0,2.0,23.2,17.0,501.56000000000006,57.0,0.0,adumbname,2077,0.0,739.0,19.444444444444443,10.0,329.1358024691358,54.0,0.0,29.083333333333332,13.5,901.2430555555555,94.0,2.0,21.5,14.0,484.85,73.0,3.0,https://lichess.org/rdmqnXze,"Grünfeld Defense: Three Knights Variation, Burille Variation",0,64,1666.0,4,0,326
313,arknomien,1741,0.0,426.0,18.428571428571427,14.0,317.1020408163264,60.0,3.0,22.9,27.0,227.49,51.0,3.0,8.5,8.0,16.25,17.0,4.0,OSHO3058,2022,0.0,853.0,49.285714285714285,48.0,1774.7755102040817,143.0,7.0,31.2,30.5,367.16,56.0,2.0,24.5,20.5,169.75,46.0,9.0,https://lichess.org/gE6InJTH,Queen's Pawn,2,52,1279.0,-2,-2,651
314,Kuhum2,1892,0.0,406.0,4.5,2.5,20.25,12.0,1.0,17.5,6.0,561.5833333333334,69.0,2.0,56.6,52.0,295.84000000000003,78.0,32.0,OSHO3058,2036,0.0,552.0,11.75,10.0,35.6875,21.0,6.0,32.333333333333336,17.0,985.5555555555555,84.0,3.0,77.75,57.5,3583.1875,172.0,24.0,https://lichess.org/zQTcq6gx,Caro-Kann Defense: Breyer Variation,1,31,958.0,0,0,96
315,Vodonepronicaemui777,1921,0.0,218.0,2.2857142857142856,1.0,4.204081632653062,7.0,1.0,10.0,9.0,47.111111111111114,24.0,1.0,14.0,9.0,177.5,37.0,1.0,OSHO3058,2098,0.0,753.0,11.857142857142858,8.0,56.12244897959183,24.0,4.0,37.55555555555556,17.0,1081.8024691358023,97.0,6.0,47.42857142857143,23.0,1546.8163265306123,110.0,10.0,https://lichess.org/C4EOEsXs,Polish Opening,0,49,971.0,3,1,553
316,OSHO3058,2066,2.0,761.0,10.125,10.0,38.359375,20.0,2.0,25.636363636363637,16.0,642.2314049586777,81.0,2.0,44.22222222222222,18.0,2546.839506172839,161.0,2.0,Vodonepronicaemui777,1926,0.0,289.0,3.375,2.0,6.234375,9.0,2.0,14.727272727272727,14.0,101.10743801652893,30.0,2.0,12.5,11.5,86.0,34.0,2.0,https://lichess.org/tzPLpl9w,Queen's Pawn Game: Chigorin Variation,0,57,1050.0,-1,1,657
317,TOPRAKBORAN,1916,2.0,535.0,4.285714285714286,5.0,3.6326530612244907,7.0,1.0,50.22222222222222,30.0,2483.283950617284,132.0,2.0,6.625,7.5,12.984375,12.0,2.0,OSHO3058,2025,2.0,716.0,15.142857142857142,4.0,286.40816326530614,48.0,3.0,54.666666666666664,31.0,3582.666666666667,195.0,2.0,14.75,10.0,168.6875,38.0,1.0,https://lichess.org/yZ31qCQm,Slav Defense: Exchange Variation,2,50,1251.0,-2,0,964
318,OSHO3058,1973,0.5,814.0,23.555555555555557,14.0,415.13580246913574,63.0,1.0,33.09090909090909,27.0,1135.1735537190082,133.0,2.0,23.8,15.5,607.9600000000002,74.0,2.0,jcherayil,1899,0.5,1303.0,48.888888888888886,36.0,1987.2098765432097,153.0,6.0,51.0,33.0,1847.2727272727273,141.0,2.0,33.55555555555556,24.0,454.2469135802469,67.0,5.0,https://lichess.org/GTQddUk8,"Queen's Pawn Game: Torre Attack, Grünfeld Variation",0,61,2117.0,-4,0,673
319,OSHO3058,1892,2.0,179.0,16.0,16.0,196.0,30.0,2.0,17.6,14.0,230.64000000000001,42.0,2.0,19.666666666666668,12.0,282.88888888888886,43.0,4.0,mokj,1900,2.0,250.0,45.0,45.0,225.0,60.0,30.0,18.0,13.0,230.0,46.0,2.0,23.333333333333332,3.0,868.2222222222223,65.0,2.0,https://lichess.org/5svEMqvt,Queen's Pawn Game: Krause Variation,0,22,429.0,0,0,661
320,catarella,1736,2.5,1334.0,12.555555555555555,5.0,211.35802469135803,49.0,2.0,56.75,19.0,4490.1875,207.0,2.0,54.0,27.0,3000.4,172.0,5.0,OSHO3058,1815,2.0,770.0,20.77777777777778,19.0,455.28395061728395,76.0,2.0,26.666666666666668,23.0,353.2222222222222,73.0,2.0,26.3,21.5,183.61,57.0,14.0,https://lichess.org/1R3agXy7,Caro-Kann Defense: Advance Variation,2,64,2104.0,-8,-4,90
321,OSHO3058,1705,0.5,754.0,10.428571428571429,9.0,33.38775510204081,23.0,4.0,44.4,41.5,647.64,87.0,11.0,26.333333333333332,25.0,220.8888888888889,60.0,3.0,grebac,1651,0.0,411.0,7.857142857142857,7.0,30.40816326530612,18.0,2.0,12.4,10.0,99.44,35.0,0.0,29.0,19.0,1092.0,113.0,4.0,https://lichess.org/hV8U8ljl,Queen's Pawn Game: Krause Variation,0,53,1165.0,1,1,661
322,OSHO3058,1500,3.0,1423.0,38.266666666666666,17.0,2121.662222222222,172.0,2.0,35.77777777777778,24.0,1134.617283950617,141.0,3.0,12.058823529411764,15.0,29.46712802768166,20.0,2.0,mass1962,1523,0.5,1192.0,30.133333333333333,16.0,1460.1155555555556,154.0,3.0,30.88888888888889,15.0,1902.6543209876545,194.0,1.0,11.5,9.5,111.375,47.0,2.0,https://lichess.org/6qSdp8fn,Queen's Pawn Game: Chigorin Variation,0,101,2615.0,6,4,657
324,Kyren,2330,2.0,183.0,2.0,2.0,1.0,3.0,1.0,31.2,20.0,1450.96,106.0,3.0,5.75,4.5,9.6875,11.0,3.0,remzibg,1888,2.0,183.0,14.5,14.5,72.25,23.0,6.0,19.2,16.0,91.75999999999999,37.0,9.0,19.333333333333332,20.0,54.22222222222223,28.0,10.0,https://lichess.org/q2t0x5rX,Queen's Pawn Game: Chigorin Variation,0,23,366.0,3,1,657
