,user_id,game_link,elo,colour,opening,result,movements,total_time_player,total_time,early_times_mean,early_times_median,early_times_variance,early_times_max,early_times_min,mid_times_mean,mid_times_median,mid_times_variance,mid_times_max,mid_times_min,end_times_mean,end_times_median,end_times_variance,end_times_max,end_times_min,points_balance,taken_balance,aggressiveness
5610,salvokappa,https://lichess.org/YJxmsrjv,2175,White,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",0,162,1529.0,3276.0,30.615384615384617,23.0,911.0828402366865,101.0,1.0,20.464285714285715,7.0,1830.8915816326528,233.0,1.0,6.153846153846154,3.0,76.43786982248521,35.0,1.0,-4,-2,1.0
5611,Martanow-2018,https://lichess.org/YJxmsrjv,1962,Black,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",2,162,1747.0,3276.0,46.69230769230769,49.5,1268.3668639053253,133.0,0.0,14.892857142857142,12.0,148.1670918367347,41.0,0.0,4.461538461538462,4.5,10.248520710059172,15.0,0.0,4,2,1.0
5612,tomek188,https://lichess.org/pF8raPGF,2126,White,Nimzowitsch Defense: Williams Variation,2,59,812.0,1968.0,8.5,6.5,42.25,23.0,1.0,43.72727272727273,53.0,816.9256198347107,78.0,0.0,26.3,17.5,587.01,69.0,1.0,0,0,0.0
5613,salvokappa,https://lichess.org/pF8raPGF,2183,Black,Nimzowitsch Defense: Williams Variation,0,59,1156.0,1968.0,3.0,3.0,1.5,5.0,1.0,68.9090909090909,43.0,3947.5371900826444,201.0,4.0,41.55555555555556,6.0,3341.8024691358023,180.0,1.0,0,0,0.0
5614,salvokappa,https://lichess.org/hRuf5lzY,2179,White,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",2,135,1281.0,2738.0,11.666666666666666,4.0,234.88888888888886,66.0,1.0,24.708333333333332,10.0,1569.206597222222,186.0,1.0,20.136363636363637,10.0,782.2086776859502,99.0,1.0,2,2,1.0
5615,Edit0895,https://lichess.org/hRuf5lzY,1959,Black,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",0,135,1457.0,2738.0,25.857142857142858,18.0,772.2176870748298,120.0,1.0,22.083333333333332,13.0,679.7430555555555,89.0,2.0,18.285714285714285,7.0,620.9659863945578,91.0,1.0,-2,-2,1.0
5616,blumes,https://lichess.org/bFd8T6DH,1881,White,King's Knight Opening: Konstantinopolsky,0,56,387.0,1191.0,9.25,3.5,134.1875,39.0,3.0,18.8,10.5,790.96,102.0,4.0,13.88888888888889,10.0,84.32098765432097,34.0,2.0,-3,1,0.0
5617,salvokappa,https://lichess.org/bFd8T6DH,2177,Black,King's Knight Opening: Konstantinopolsky,2,56,804.0,1191.0,16.5,14.0,139.25,42.0,4.0,46.9,22.0,2312.4900000000002,170.0,12.0,22.555555555555557,17.0,572.0246913580247,80.0,1.0,3,-1,0.0
5618,salvokappa,https://lichess.org/PYnrHLaA,2173,White,"Scandinavian Defense: Modern Variation, Gipslis Variation",2,71,1269.0,2644.0,11.1,6.0,138.08999999999997,39.0,2.0,74.84615384615384,53.0,5383.360946745563,242.0,5.0,15.416666666666666,6.0,718.7430555555557,102.0,2.0,1,1,0.0
5619,Spostapezzi,https://lichess.org/PYnrHLaA,1983,Black,"Scandinavian Defense: Modern Variation, Gipslis Variation",0,71,1375.0,2644.0,31.1,9.5,1591.0900000000001,129.0,3.0,67.53846153846153,48.0,3062.248520710059,204.0,14.0,16.90909090909091,16.0,194.44628099173553,47.0,2.0,-1,-1,0.0
5620,salvokappa,https://lichess.org/CMHSGYH8,2171,White,French Defense: King's Indian Attack,2,69,776.0,1376.0,3.0,2.0,4.6,9.0,1.0,32.15384615384615,13.0,1019.6686390532542,100.0,4.0,29.818181818181817,15.0,1688.5123966942149,151.0,2.0,1,1,0.0
5621,vinsam2,https://lichess.org/CMHSGYH8,1791,Black,French Defense: King's Indian Attack,0,69,600.0,1376.0,3.8,3.0,8.16,10.0,1.0,19.615384615384617,14.0,571.3136094674556,85.0,3.0,30.7,8.5,2798.41,180.0,1.0,-1,-1,2.0
5622,salvokappa,https://lichess.org/mhOMeyQJ,2165,White,Ruy Lopez: Schliemann Defense,2,93,1486.0,2868.0,37.5,7.0,2424.8214285714284,136.0,2.0,38.35294117647059,10.0,4562.934256055363,223.0,2.0,20.6,10.0,355.1733333333333,60.0,1.0,2,2,0.5
5623,torch120184,https://lichess.org/mhOMeyQJ,2091,Black,Ruy Lopez: Schliemann Defense,0,93,1382.0,2868.0,20.071428571428573,6.0,868.9234693877551,100.0,1.0,44.1764705882353,15.0,2878.0276816608994,189.0,1.0,25.0,18.5,510.7142857142857,81.0,3.0,-2,-2,2.5
5624,maxivgc,https://lichess.org/382htW8c,1957,White,"Benko Gambit Accepted, Dlugy Variation",0,70,1307.0,2046.0,19.8,14.5,338.56000000000006,55.0,1.0,44.76923076923077,36.0,931.1005917159763,104.0,4.0,47.90909090909091,40.0,1614.628099173554,115.0,3.0,-5,-1,0.0
5625,salvokappa,https://lichess.org/382htW8c,2162,Black,"Benko Gambit Accepted, Dlugy Variation",2,70,739.0,2046.0,13.2,3.5,320.9599999999999,58.0,0.0,20.846153846153847,10.0,294.1301775147929,54.0,4.0,30.545454545454547,25.0,802.9752066115703,107.0,5.0,5,1,0.0
5626,salvokappa,https://lichess.org/6qlVf6CZ,2168,White,Sicilian Defense: Canal-Sokolsky Attack,0,158,1807.0,2998.0,17.6,6.0,724.48,119.0,2.0,37.925925925925924,26.0,3062.2908093278465,287.0,2.0,13.192307692307692,9.0,191.84763313609466,53.0,1.0,-1,-1,1.0
5627,Dark-zone,https://lichess.org/6qlVf6CZ,2198,Black,Sicilian Defense: Canal-Sokolsky Attack,2,158,1191.0,2998.0,11.44,8.0,77.2864,29.0,0.0,23.333333333333332,13.0,474.1481481481482,79.0,0.0,10.576923076923077,8.0,74.93639053254437,38.0,1.0,1,1,3.0
5628,Chessbrudah,https://lichess.org/ZwSioUL1,2186,White,Nimzowitsch Defense: Williams Variation,0,106,1129.0,2492.0,21.0,9.5,507.75,70.0,2.0,26.31578947368421,22.0,536.2160664819945,95.0,2.0,17.235294117647058,17.0,177.70934256055364,64.0,1.0,-7,-1,0.0
5629,salvokappa,https://lichess.org/ZwSioUL1,2160,Black,Nimzowitsch Defense: Williams Variation,2,106,1363.0,2492.0,22.9375,16.0,771.05859375,119.0,1.0,32.578947368421055,22.0,935.9279778393353,96.0,2.0,22.176470588235293,13.0,755.0865051903114,108.0,0.0,7,1,0.0
5630,salvokappa,https://lichess.org/I4Tgsrro,2171,White,Ruy Lopez: Cozio Defense,0,62,1194.0,2198.0,19.444444444444443,3.0,929.8024691358025,89.0,1.0,37.45454545454545,23.0,1762.429752066116,149.0,2.0,60.7,55.5,1438.01,142.0,11.0,-3,-1,0.0
5631,mashkhan,https://lichess.org/I4Tgsrro,1913,Black,Ruy Lopez: Cozio Defense,2,62,1004.0,2198.0,19.77777777777778,3.0,833.9506172839506,84.0,2.0,40.81818181818182,41.0,560.5123966942148,81.0,11.0,37.7,43.0,469.21000000000004,65.0,1.0,3,1,2.0
5632,nassargad,https://lichess.org/EVggCIJS,1829,White,Nimzowitsch Defense: Williams Variation,0,114,1661.0,3256.0,28.833333333333332,17.5,1750.6944444444443,186.0,2.0,45.75,25.5,1955.7875,161.0,2.0,12.61111111111111,6.0,160.68209876543207,52.0,1.0,-5,-5,2.5
5633,salvokappa,https://lichess.org/EVggCIJS,2169,Black,Nimzowitsch Defense: Williams Variation,2,114,1595.0,3256.0,16.61111111111111,7.0,349.9043209876543,72.0,1.0,54.05,48.5,1797.7475,185.0,8.0,11.944444444444445,7.0,139.83024691358025,46.0,1.0,5,5,0.5
5634,salvokappa,https://lichess.org/Fv3yaH7W,2166,White,Sicilian Defense: Canal-Sokolsky Attack,2,107,1170.0,2578.0,19.875,8.0,743.859375,105.0,2.0,35.8421052631579,16.0,2168.027700831025,167.0,2.0,9.5,5.5,73.36111111111111,28.0,1.0,3,1,0.5
5635,RyszardR,https://lichess.org/Fv3yaH7W,1887,Black,Sicilian Defense: Canal-Sokolsky Attack,0,107,1408.0,2578.0,20.875,7.0,1801.734375,182.0,1.0,43.73684210526316,29.0,1292.825484764543,148.0,2.0,14.294117647058824,4.0,538.6782006920415,94.0,1.0,-3,-1,2.5
5636,JafariPour70,https://lichess.org/QFzVfru0,1989,White,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",2,71,816.0,2151.0,17.7,12.5,190.81,43.0,0.0,20.692307692307693,8.0,1188.3668639053253,137.0,1.0,30.833333333333332,14.5,1490.4722222222224,117.0,3.0,8,2,0.0
5637,salvokappa,https://lichess.org/QFzVfru0,2177,Black,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",0,71,1335.0,2151.0,14.2,11.0,158.56,38.0,2.0,37.07692307692308,21.0,1423.301775147929,109.0,2.0,64.63636363636364,23.0,4608.5950413223145,199.0,2.0,-8,-2,2.0
5638,aherve,https://lichess.org/HBir1OlQ,1910,White,Indian Game,0,72,1337.0,2568.0,35.72727272727273,18.0,1561.6528925619837,127.0,1.0,56.23076923076923,65.0,1821.4082840236686,119.0,0.0,19.363636363636363,15.0,193.14049586776858,47.0,3.0,-1,1,2.0
5639,salvokappa,https://lichess.org/HBir1OlQ,2174,Black,Indian Game,2,72,1231.0,2568.0,29.90909090909091,7.0,2108.8099173553724,155.0,3.0,31.384615384615383,23.0,1332.0828402366863,127.0,3.0,44.90909090909091,23.0,6816.809917355375,302.0,3.0,1,-1,2.0
5640,salvokappa,https://lichess.org/sytyCfjR,2180,White,Sicilian Defense,0,48,571.0,1550.0,2.5714285714285716,2.0,1.3877551020408165,5.0,1.0,27.444444444444443,7.0,2509.3580246913575,166.0,2.0,43.714285714285715,34.0,728.4897959183673,83.0,1.0,-1,-1,0.0
5641,OwenKraweki,https://lichess.org/sytyCfjR,2211,Black,Sicilian Defense,2,48,979.0,1550.0,6.142857142857143,6.0,11.26530612244898,11.0,2.0,60.77777777777778,38.0,3449.728395061729,161.0,0.0,55.57142857142857,36.0,2999.673469387755,177.0,2.0,1,1,2.0
5642,salvokappa,https://lichess.org/3IpvqfZx,2188,White,King's Indian Attack: Sicilian Variation,0,62,1084.0,1438.0,1.8888888888888888,1.0,1.654320987654321,5.0,1.0,21.454545454545453,5.0,1531.884297520661,137.0,2.0,83.1,42.0,7395.289999999999,253.0,8.0,-4,-2,0.0
5643,BobLeeSwagger465,https://lichess.org/3IpvqfZx,2126,Black,King's Indian Attack: Sicilian Variation,2,62,354.0,1438.0,4.444444444444445,3.0,8.691358024691358,11.0,2.0,9.454545454545455,4.0,85.88429752066116,30.0,2.0,21.0,10.0,542.0,79.0,6.0,4,2,0.0
5644,T-SprinklE,https://lichess.org/aVifrSRv,1767,White,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",0,52,565.0,1014.0,11.714285714285714,10.0,29.061224489795915,19.0,3.0,29.4,24.5,420.64,65.0,3.0,23.625,24.0,221.734375,46.0,2.0,-10,-2,0.0
5645,salvokappa,https://lichess.org/aVifrSRv,2187,Black,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",2,52,449.0,1014.0,3.0,3.0,2.2857142857142856,6.0,1.0,22.3,12.5,410.21000000000004,65.0,4.0,25.625,16.5,695.984375,72.0,1.0,10,2,2.0
5646,avolikov,https://lichess.org/imNPyCSV,1811,White,"Benko Gambit: Zaitsev Variation, Nescafe Frappe Attack",2,54,775.0,1611.0,20.625,17.0,230.984375,49.0,2.0,44.2,20.0,3225.1600000000003,194.0,3.0,21.0,19.5,158.75,46.0,5.0,4,0,0.0
5647,salvokappa,https://lichess.org/imNPyCSV,2200,Black,"Benko Gambit: Zaitsev Variation, Nescafe Frappe Attack",0,54,836.0,1611.0,15.25,4.5,759.4375,88.0,3.0,46.4,34.5,1974.64,130.0,0.0,31.25,19.5,963.6875,84.0,2.0,-4,0,0.5
5648,salvokappa,https://lichess.org/ANx9twfB,2198,White,"Ruy Lopez: Exchange Variation, King's Bishop Variation",2,121,1333.0,2052.0,16.31578947368421,6.0,592.7423822714682,84.0,1.0,27.38095238095238,13.0,738.3310657596372,80.0,3.0,22.4,9.0,1244.6399999999999,143.0,2.0,0,0,0.5
5649,ArmBaillie,https://lichess.org/ANx9twfB,1822,Black,"Ruy Lopez: Exchange Variation, King's Bishop Variation",0,121,719.0,2052.0,14.421052631578947,4.0,729.4016620498614,120.0,1.0,12.571428571428571,10.0,82.91156462585035,47.0,1.0,9.526315789473685,8.0,29.19667590027701,22.0,3.0,0,0,2.5
5650,karim1212,https://lichess.org/uzsqdc3C,2026,White,Benoni Defense,0,60,1084.0,2067.0,10.0,10.0,27.77777777777778,20.0,4.0,41.0,21.0,2196.5454545454545,166.0,4.0,60.333333333333336,36.0,4660.444444444444,230.0,5.0,0,0,0.0
5651,salvokappa,https://lichess.org/uzsqdc3C,2194,Black,Benoni Defense,2,60,983.0,2067.0,5.888888888888889,3.0,55.20987654320987,25.0,1.0,50.81818181818182,16.0,6254.876033057852,276.0,4.0,41.22222222222222,18.0,1641.0617283950617,113.0,5.0,0,0,0.0
5652,salvokappa,https://lichess.org/QjwKAGlT,2184,White,Scandinavian Defense: Richter Variation,2,83,1252.0,1838.0,47.833333333333336,18.5,4038.1388888888887,204.0,3.0,40.6,21.0,3701.706666666667,213.0,1.0,4.928571428571429,3.0,33.066326530612244,23.0,0.0,4,2,0.5
5653,realjoshua,https://lichess.org/QjwKAGlT,2280,Black,Scandinavian Defense: Richter Variation,0,83,586.0,1838.0,7.916666666666667,5.0,85.40972222222221,35.0,0.0,27.133333333333333,19.0,825.5822222222224,115.0,0.0,6.461538461538462,3.0,104.40236686390534,39.0,0.0,-4,-2,0.0
5654,salvokappa,https://lichess.org/aTv2izM3,2176,White,Pirc Defense,2,51,979.0,1820.0,10.428571428571429,9.0,32.244897959183675,21.0,3.0,59.8,45.0,2697.76,156.0,4.0,38.5,30.5,1029.25,106.0,3.0,0,0,0.0
5655,elcin2010,https://lichess.org/aTv2izM3,2176,Black,Pirc Defense,0,51,841.0,1820.0,10.0,10.0,2.0,12.0,8.0,36.5,16.0,2443.45,176.0,7.0,58.0,17.0,5315.142857142857,202.0,6.0,0,0,2.0
5656,salvokappa,https://lichess.org/WpalOQlW,2170,White,"Sicilian Defense: Canal Attack, Main Line",2,49,791.0,1856.0,3.7142857142857144,3.0,7.061224489795918,10.0,2.0,25.11111111111111,7.0,1491.654320987654,130.0,4.0,67.375,44.5,4926.234375,212.0,4.0,10,2,0.0
5657,agglomerate-1984,https://lichess.org/WpalOQlW,2110,Black,"Sicilian Defense: Canal Attack, Main Line",0,49,1065.0,1856.0,16.571428571428573,7.0,904.8163265306124,90.0,1.0,23.11111111111111,10.0,446.5432098765432,61.0,3.0,105.85714285714286,30.0,12893.265306122446,297.0,7.0,-10,-2,0.0
5658,salvokappa,https://lichess.org/CleyDerL,2167,White,"Ruy Lopez: Exchange Variation, Normal Variation",2,49,668.0,1554.0,4.285714285714286,3.0,14.775510204081632,12.0,1.0,28.444444444444443,28.0,674.4691358024692,86.0,2.0,47.75,33.5,1657.4375,124.0,7.0,4,2,0.0
5659,WatchMyMatingPattern,https://lichess.org/CleyDerL,1935,Black,"Ruy Lopez: Exchange Variation, Normal Variation",0,49,886.0,1554.0,12.142857142857142,2.0,463.8367346938776,64.0,1.0,22.666666666666668,25.0,460.0,72.0,0.0,85.28571428571429,71.0,5792.489795918368,234.0,2.0,-4,-2,2.0
5660,salvokappa,https://lichess.org/ZRRAJBhW,2171,White,"Sicilian Defense: O'Kelly Variation, Venice System",1,118,1052.0,2616.0,11.166666666666666,4.5,256.5833333333333,69.0,1.0,25.38095238095238,18.0,582.6167800453516,115.0,2.0,16.736842105263158,7.0,1097.5623268698062,153.0,1.0,-8,0,0.5
5661,brunnsbobonde2,https://lichess.org/ZRRAJBhW,1949,Black,"Sicilian Defense: O'Kelly Variation, Venice System",1,118,1564.0,2616.0,9.722222222222221,5.5,83.75617283950618,38.0,2.0,52.80952380952381,46.0,1781.3922902494332,172.0,3.0,14.736842105263158,9.0,205.35180055401662,62.0,2.0,8,0,0.5
5662,Jarulf,https://lichess.org/6pIcFOND,1893,White,Queen's Pawn Game: Chigorin Variation,0,88,657.0,1654.0,14.23076923076923,4.0,1018.4852071005919,121.0,-16.0,16.9375,12.5,209.93359375,51.0,2.0,14.357142857142858,11.0,195.22959183673467,58.0,2.0,-2,0,2.5
5663,salvokappa,https://lichess.org/6pIcFOND,2168,Black,Queen's Pawn Game: Chigorin Variation,2,88,997.0,1654.0,12.384615384615385,5.0,263.77514792899404,57.0,2.0,36.5,11.5,2552.375,144.0,1.0,18.0,7.5,381.85714285714283,63.0,2.0,2,0,0.5
5664,mama2000,https://lichess.org/pDySR38s,1877,White,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",0,150,1604.0,2938.0,28.0,18.0,597.6666666666666,73.0,2.0,25.692307692307693,17.5,603.7514792899409,91.0,1.0,11.0,4.0,274.5,65.0,1.0,3,-1,3.0
5665,salvokappa,https://lichess.org/pDySR38s,2166,Black,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",2,150,1334.0,2938.0,28.916666666666668,17.5,1272.4097222222224,171.0,2.0,19.576923076923077,6.0,501.24408284023673,95.0,1.0,5.458333333333333,3.0,46.414930555555564,34.0,2.0,-3,1,3.0
5666,salvokappa,https://lichess.org/NUZmVPCb,2160,White,"Sicilian Defense: Canal Attack, Main Line",2,83,1005.0,2473.0,2.9166666666666665,3.0,1.5763888888888886,5.0,1.0,28.8,20.0,589.6266666666668,90.0,3.0,38.42857142857143,13.0,2730.244897959183,195.0,4.0,-1,1,0.0
5667,Calbal,https://lichess.org/NUZmVPCb,2049,Black,"Sicilian Defense: Canal Attack, Main Line",0,83,1468.0,2473.0,23.416666666666668,8.5,2575.576388888889,191.0,0.0,49.0,40.0,1957.0666666666666,180.0,5.0,34.76923076923077,30.0,880.9467455621301,95.0,5.0,1,-1,0.0
5668,salvokappa,https://lichess.org/45jhqhE6,2158,White,Ruy Lopez: Cozio Defense,2,127,1463.0,3115.0,16.95,10.5,276.0475,57.0,1.0,39.36363636363637,23.5,1595.3223140495868,134.0,1.0,12.285714285714286,6.0,133.8231292517007,39.0,2.0,5,5,0.5
5669,austenh,https://lichess.org/45jhqhE6,1883,Black,Ruy Lopez: Cozio Defense,0,127,1652.0,3115.0,26.5,15.0,497.15,68.0,1.0,44.45454545454545,39.5,1368.884297520661,152.0,3.0,7.2,7.0,10.16,13.0,1.0,-5,-5,0.5
5670,mamog,https://lichess.org/P0gZwjZB,1979,White,Indian Game,0,42,303.0,509.0,4.833333333333333,3.5,9.13888888888889,11.0,2.0,16.375,16.5,92.484375,33.0,3.0,23.833333333333332,16.5,264.47222222222223,52.0,5.0,-5,-1,0.0
5671,salvokappa,https://lichess.org/P0gZwjZB,2153,Black,Indian Game,2,42,206.0,509.0,2.6666666666666665,2.0,3.888888888888889,7.0,1.0,6.5,4.0,27.25,16.0,3.0,23.0,17.0,647.0,78.0,3.0,5,1,0.0
5672,Sebastianmda,https://lichess.org/ApwRspiP,1908,White,Benko Gambit,0,39,92.0,486.0,1.8,2.0,0.56,3.0,1.0,4.625,3.5,8.234375,10.0,2.0,7.666666666666667,5.5,26.555555555555554,17.0,3.0,-1,-1,2.0
5673,salvokappa,https://lichess.org/ApwRspiP,2150,Black,Benko Gambit,2,39,394.0,486.0,1.4,1.0,0.24,2.0,1.0,32.25,3.0,2598.9375,135.0,2.0,25.8,10.0,1239.76,96.0,3.0,1,1,0.0
5674,salvokappa,https://lichess.org/X9E7R60q,2154,White,Sicilian Defense: French Variation,1,103,1218.0,2620.0,5.75,4.5,13.9375,13.0,1.0,36.333333333333336,25.5,1368.6666666666665,137.0,2.0,27.764705882352942,13.0,764.5328719723183,90.0,3.0,0,0,0.0
5675,mustafa-2011,https://lichess.org/X9E7R60q,1975,Black,Sicilian Defense: French Variation,1,103,1402.0,2620.0,16.5625,11.0,199.87109375,59.0,6.0,37.0,33.5,1238.3333333333333,138.0,4.0,29.4375,22.5,522.12109375,96.0,9.0,0,0,2.0
5676,a01a01,https://lichess.org/PTYwrNIW,1987,White,Bird Opening: Dutch Variation,0,46,322.0,610.0,3.8333333333333335,4.0,5.472222222222221,7.0,1.0,12.11111111111111,12.0,37.4320987654321,22.0,5.0,27.142857142857142,14.0,922.6938775510204,97.0,5.0,-7,-1,0.0
5677,salvokappa,https://lichess.org/PTYwrNIW,2149,Black,Bird Opening: Dutch Variation,2,46,288.0,610.0,3.5,3.0,2.25,6.0,2.0,20.88888888888889,10.0,345.87654320987656,55.0,5.0,11.285714285714286,9.0,41.3469387755102,21.0,3.0,7,1,0.0
5678,salvokappa,https://lichess.org/e0zluIU2,2140,White,Nimzo-Larsen Attack: Classical Variation,2,59,467.0,936.0,2.25,2.0,2.4375,6.0,1.0,15.181818181818182,6.0,239.603305785124,42.0,1.0,28.2,10.0,1223.36,112.0,3.0,0,0,0.0
5679,mariuseg,https://lichess.org/e0zluIU2,2201,Black,Nimzo-Larsen Attack: Classical Variation,0,59,469.0,936.0,7.0,4.0,45.25,20.0,2.0,24.636363636363637,10.0,1263.3223140495866,111.0,0.0,15.777777777777779,8.0,216.6172839506173,41.0,2.0,0,0,0.0
5680,salvokappa,https://lichess.org/5iA6Cw9Q,2148,White,Sicilian Defense: Closed,0,42,573.0,1112.0,8.5,6.5,35.583333333333336,21.0,2.0,40.375,19.0,1852.984375,117.0,4.0,33.166666666666664,22.0,780.8055555555555,93.0,12.0,-2,-2,0.0
5681,okitay,https://lichess.org/5iA6Cw9Q,2129,Black,Sicilian Defense: Closed,2,42,539.0,1112.0,13.666666666666666,11.5,49.55555555555555,28.0,7.0,32.5,11.5,1941.0,143.0,2.0,32.833333333333336,22.0,665.4722222222223,83.0,6.0,2,2,2.0
5682,koepkos,https://lichess.org/ZSsTukg3,1851,White,Nimzowitsch Defense: Williams Variation,0,38,367.0,607.0,3.8,3.0,5.36,7.0,1.0,29.714285714285715,21.0,298.2040816326531,52.0,7.0,23.333333333333332,19.5,179.55555555555557,45.0,5.0,-2,-2,2.0
5683,salvokappa,https://lichess.org/ZSsTukg3,2145,Black,Nimzowitsch Defense: Williams Variation,2,38,240.0,607.0,1.6,2.0,0.24,2.0,1.0,26.0,20.0,353.7142857142857,53.0,2.0,8.333333333333334,7.5,26.88888888888889,19.0,2.0,2,2,0.0
5684,maremma_bucaiola,https://lichess.org/g3quAyJN,1995,White,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",2,99,1195.0,2543.0,13.6,10.0,127.17333333333332,44.0,3.0,43.77777777777778,17.0,3958.1728395061737,270.0,1.0,12.6875,12.0,67.83984375,29.0,1.0,5,3,2.5
5685,salvokappa,https://lichess.org/g3quAyJN,2155,Black,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",0,99,1348.0,2543.0,20.4,8.0,902.7733333333331,123.0,2.0,48.22222222222222,16.0,3511.728395061728,177.0,1.0,11.6,4.0,140.5066666666667,37.0,2.0,-5,-3,0.5
5686,Yllop,https://lichess.org/TtEluv7m,1824,White,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",0,24,60.0,354.0,1.6666666666666667,2.0,0.2222222222222222,2.0,1.0,8.2,7.0,24.560000000000002,17.0,2.0,4.666666666666667,5.0,4.222222222222222,7.0,2.0,-6,-2,0.0
5687,salvokappa,https://lichess.org/TtEluv7m,2153,Black,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",2,24,294.0,354.0,1.6666666666666667,2.0,0.2222222222222222,2.0,1.0,55.2,15.0,3266.56,129.0,5.0,4.333333333333333,4.0,4.222222222222222,7.0,2.0,6,2,2.0
5688,salvokappa,https://lichess.org/xmBPmeiK,2159,White,French Defense: King's Indian Attack,0,104,1300.0,2752.0,20.3125,4.5,941.83984375,109.0,2.0,43.94444444444444,17.5,2750.0524691358023,215.0,2.0,10.823529411764707,10.0,72.02768166089966,35.0,1.0,-5,-3,0.0
5689,mateomichaszoon,https://lichess.org/xmBPmeiK,2210,Black,French Defense: King's Indian Attack,2,104,1452.0,2752.0,30.25,14.5,2024.1875,195.0,4.0,43.22222222222222,23.5,3275.1728395061723,196.0,3.0,11.176470588235293,8.0,100.14532871972317,41.0,2.0,5,3,0.0
5690,salvokappa,https://lichess.org/SJl6xOLf,2170,White,Ruy Lopez: Berlin Defense,0,90,641.0,1384.0,9.642857142857142,5.0,133.94387755102042,44.0,1.0,20.6875,15.0,298.08984375,63.0,3.0,12.5,5.5,225.96428571428572,52.0,1.0,0,0,0.5
5691,Edit0895,https://lichess.org/SJl6xOLf,1936,Black,Ruy Lopez: Berlin Defense,2,90,743.0,1384.0,26.071428571428573,24.5,340.63775510204084,64.0,6.0,14.875,16.0,154.609375,51.0,2.0,10.0,7.5,57.0,30.0,3.0,0,0,0.5
5692,efremoviv,https://lichess.org/2jZroZ8O,2188,White,"English Opening: Anglo-Indian Defense, King's Knight Variation",2,59,822.0,1859.0,20.75,19.5,64.1875,40.0,13.0,30.09090909090909,26.0,182.44628099173553,59.0,19.0,32.5,30.5,214.85,65.0,9.0,3,-1,2.0
5693,salvokappa,https://lichess.org/2jZroZ8O,2177,Black,"English Opening: Anglo-Indian Defense, King's Knight Variation",0,59,1037.0,1859.0,60.625,10.0,9311.234375,294.0,4.0,28.272727272727273,26.0,601.2892561983471,97.0,2.0,26.77777777777778,13.0,974.172839506173,107.0,2.0,-3,1,0.0
5694,matisegura96,https://lichess.org/v9q898Kn,1489,White,Queen's Pawn Game: Mason Attack,0,58,1290.0,2402.0,49.625,40.5,1947.484375,117.0,1.0,40.72727272727273,38.0,939.6528925619834,93.0,2.0,49.44444444444444,33.0,2212.246913580247,147.0,4.0,0,0,0.0
5695,SinRostro,https://lichess.org/v9q898Kn,2113,Black,Queen's Pawn Game: Mason Attack,2,58,1112.0,2402.0,26.0,25.0,124.5,50.0,10.0,41.27272727272727,35.0,892.3801652892562,105.0,5.0,50.0,29.0,2588.222222222222,143.0,1.0,0,0,0.0
5696,mohsen448,https://lichess.org/F99rgwY8,2146,White,Queen's Pawn Game: Mason Attack,1,151,1501.0,3264.0,43.083333333333336,16.5,3811.659722222222,293.0,2.0,11.615384615384615,6.0,182.62130177514794,52.0,0.0,6.6,4.0,36.8,23.0,0.0,-1,-1,0.5
5697,merluret32,https://lichess.org/F99rgwY8,2160,Black,Queen's Pawn Game: Mason Attack,1,151,1763.0,3264.0,45.833333333333336,18.0,4481.722222222222,276.0,2.0,17.423076923076923,15.0,169.09023668639054,66.0,2.0,8.75,7.0,72.27083333333333,39.0,2.0,1,1,0.5
5698,mohsen448,https://lichess.org/Y18I5HYE,2139,White,Indian Game: London System,2,41,307.0,450.0,3.2,3.0,1.3599999999999999,5.0,2.0,18.625,14.5,202.734375,43.0,2.0,20.285714285714285,10.0,673.3469387755102,80.0,1.0,2,0,2.0
5699,GLYFADA,https://lichess.org/Y18I5HYE,1743,Black,Indian Game: London System,0,41,143.0,450.0,5.4,3.0,24.240000000000002,15.0,2.0,7.875,7.0,20.359375,15.0,1.0,8.833333333333334,5.5,92.47222222222221,30.0,2.0,-2,0,0.0
5700,mohsen448,https://lichess.org/Uy537w4U,2117,White,Queen's Pawn Game: Mason Attack,2,75,361.0,848.0,12.363636363636363,7.0,121.50413223140495,36.0,2.0,10.0,7.0,57.142857142857146,26.0,2.0,7.083333333333333,3.0,46.90972222222223,23.0,1.0,2,2,2.5
5701,hard1baby,https://lichess.org/Uy537w4U,1989,Black,Queen's Pawn Game: Mason Attack,0,75,487.0,848.0,14.636363636363637,9.0,189.50413223140495,50.0,4.0,11.0,7.5,80.85714285714286,31.0,2.0,15.636363636363637,8.0,393.8677685950413,74.0,1.0,-2,-2,2.5
