,user_id,game_link,elo,colour,opening,result,movements,total_time_player,total_time,early_times_mean,early_times_median,early_times_variance,early_times_max,early_times_min,mid_times_mean,mid_times_median,mid_times_variance,mid_times_max,mid_times_min,end_times_mean,end_times_median,end_times_variance,end_times_max,end_times_min,points_balance,taken_balance,aggressiveness
1136,BrooklynBoy,https://lichess.org/7K2a7vt9,2342,White,Zukertort Opening: Kingside Fianchetto,2,51,706.0,1095.0,11.142857142857142,6.0,81.55102040816327,31.0,4.0,19.5,19.0,120.05,35.0,5.0,54.125,30.0,3547.109375,163.0,0.0,3,3,0.0
1137,forge82,https://lichess.org/7K2a7vt9,2039,Black,Zukertort Opening: Kingside Fianchetto,0,51,389.0,1095.0,2.142857142857143,2.0,2.122448979591837,4.0,0.0,21.5,11.0,829.25,103.0,1.0,22.714285714285715,19.0,357.34693877551024,67.0,4.0,-3,-3,2.0
1138,BrooklynBoy,https://lichess.org/dltNX8iB,2340,White,"English Opening: King's English Variation, Four Knights Variation, Flexible Line",2,57,535.0,1051.0,14.25,9.0,218.1875,44.0,2.0,25.90909090909091,8.0,1030.809917355372,118.0,5.0,15.11111111111111,11.0,170.32098765432096,39.0,2.0,2,0,0.5
1139,keremgokdere,https://lichess.org/dltNX8iB,2077,Black,"English Opening: King's English Variation, Four Knights Variation, Flexible Line",0,57,516.0,1051.0,14.5,11.5,117.75,38.0,3.0,20.636363636363637,9.0,574.9586776859504,87.0,0.0,21.625,11.5,406.734375,64.0,4.0,-2,0,0.5
1140,BrooklynBoy,https://lichess.org/PntAeveo,2352,White,Réti Opening,0,138,1282.0,3133.0,23.636363636363637,16.0,449.8677685950413,96.0,4.0,16.041666666666668,10.0,393.5399305555555,99.0,0.0,17.136363636363637,10.5,749.663223140496,133.0,2.0,-3,-3,0.5
1141,verdeckel,https://lichess.org/PntAeveo,2030,Black,Réti Opening,2,138,1851.0,3133.0,48.81818181818182,28.0,3779.330578512397,290.0,0.0,17.041666666666668,10.0,359.2899305555555,71.0,0.0,16.727272727272727,14.0,212.1074380165289,66.0,2.0,3,3,0.5
1142,BrooklynBoy,https://lichess.org/N0I15U6k,2350,White,"English Opening: Symmetrical Variation, Mecking Variation",2,77,666.0,1483.0,12.454545454545455,8.0,264.4297520661158,62.0,0.0,24.285714285714285,18.0,340.204081632653,69.0,0.0,14.538461538461538,5.0,452.7100591715975,70.0,1.0,1,1,0.0
1143,UnderTheCode,https://lichess.org/N0I15U6k,2015,Black,"English Opening: Symmetrical Variation, Mecking Variation",0,77,817.0,1483.0,27.90909090909091,6.0,1597.719008264463,140.0,1.0,19.428571428571427,12.5,449.81632653061223,75.0,2.0,19.833333333333332,7.5,1226.9722222222224,132.0,1.0,-1,-1,0.0
1144,BrooklynBoy,https://lichess.org/tCswRJ8G,2344,White,"Queen's Indian Defense: Classical Variation, Traditional Variation",2,121,934.0,2654.0,22.736842105263158,24.0,172.29916897506922,42.0,5.0,18.666666666666668,9.0,415.26984126984127,71.0,0.0,5.5,1.0,231.35,68.0,0.0,-8,0,0.5
1145,HarpSeal,https://lichess.org/tCswRJ8G,2271,Black,"Queen's Indian Defense: Classical Variation, Traditional Variation",0,121,1720.0,2654.0,59.05263157894737,35.0,3377.628808864266,202.0,0.0,21.80952380952381,15.0,362.72562358276645,63.0,0.0,7.368421052631579,3.0,60.443213296398895,23.0,0.0,8,0,0.5
1146,BrooklynBoy,https://lichess.org/MkSPD7mp,2341,White,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation, Advance Line",2,61,500.0,1367.0,12.88888888888889,9.0,40.54320987654321,24.0,7.0,19.272727272727273,13.0,428.56198347107437,68.0,0.0,17.2,15.5,114.16,41.0,4.0,-1,1,0.0
1147,carloschessking,https://lichess.org/MkSPD7mp,2056,Black,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation, Advance Line",0,61,867.0,1367.0,19.666666666666668,17.0,433.33333333333326,75.0,2.0,18.454545454545453,8.0,911.7024793388431,109.0,0.0,54.111111111111114,64.0,1434.7654320987651,119.0,5.0,1,-1,0.0
1148,BrooklynBoy,https://lichess.org/NfFxXGMo,2343,White,"English Opening: Agincourt Defense, Neo-Catalan Declined",1,67,1221.0,2313.0,7.8,8.0,14.560000000000002,15.0,0.0,16.75,7.5,443.0208333333333,74.0,0.0,85.63636363636364,22.0,22125.322314049587,537.0,0.0,2,2,0.0
1149,S_333,https://lichess.org/NfFxXGMo,2206,Black,"English Opening: Agincourt Defense, Neo-Catalan Declined",1,67,1092.0,2313.0,22.1,6.0,1701.0899999999997,144.0,1.0,61.333333333333336,40.0,4746.555555555556,270.0,4.0,13.5,14.5,78.45,27.0,2.0,-2,-2,0.0
1150,BrooklynBoy,https://lichess.org/Si3Fi4ma,2347,White,Neo-Grünfeld Defense: Delayed Exchange Variation,1,56,778.0,1519.0,14.625,8.0,378.984375,66.0,5.0,38.1,12.5,3177.4900000000002,199.0,6.0,31.11111111111111,22.0,1131.432098765432,100.0,0.0,0,0,0.0
1151,trainhardwineasyy,https://lichess.org/Si3Fi4ma,2137,Black,Neo-Grünfeld Defense: Delayed Exchange Variation,1,56,741.0,1519.0,16.125,9.5,292.109375,59.0,5.0,51.5,27.0,3983.45,201.0,0.0,10.777777777777779,10.0,75.9506172839506,28.0,0.0,0,0,0.0
1152,BrooklynBoy,https://lichess.org/I6OVCfuF,2345,White,Réti Opening: Réti Accepted,2,59,478.0,1095.0,9.5,8.0,32.75,24.0,5.0,14.727272727272727,9.0,168.38016528925618,44.0,0.0,24.0,21.0,199.0,47.0,8.0,0,0,2.5
1153,lewon,https://lichess.org/I6OVCfuF,2019,Black,Réti Opening: Réti Accepted,0,59,617.0,1095.0,7.0,4.0,66.75,27.0,0.0,16.272727272727273,13.0,125.65289256198345,35.0,2.0,42.44444444444444,22.0,1354.2469135802469,120.0,0.0,0,0,0.5
1154,BrooklynBoy,https://lichess.org/2FsIfQz4,2341,White,"Neo-Grünfeld Defense: Classical Variation, Original Defense",2,69,773.0,2169.0,9.7,7.0,50.410000000000004,30.0,5.0,45.38461538461539,13.0,3177.775147928994,162.0,0.0,7.818181818181818,7.0,19.603305785123965,19.0,1.0,1,1,0.0
1155,chucknorrizz,https://lichess.org/2FsIfQz4,2184,Black,"Neo-Grünfeld Defense: Classical Variation, Original Defense",0,69,1396.0,2169.0,34.4,19.0,1114.04,103.0,4.0,60.46153846153846,38.0,3271.6331360946747,204.0,11.0,26.6,16.0,819.0400000000001,106.0,5.0,-1,-1,0.0
1156,BrooklynBoy,https://lichess.org/UuEsC0w3,2352,White,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation, Advance Line",0,94,1276.0,2783.0,11.428571428571429,7.5,119.67346938775508,40.0,0.0,20.235294117647058,20.0,205.5916955017301,58.0,0.0,51.46666666666667,8.0,10324.24888888889,402.0,4.0,-8,-4,0.0
1157,Arano,https://lichess.org/UuEsC0w3,2102,Black,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation, Advance Line",2,94,1507.0,2783.0,16.857142857142858,9.0,396.83673469387753,67.0,3.0,50.1764705882353,14.0,3643.3217993079584,184.0,0.0,27.866666666666667,25.0,467.98222222222216,75.0,1.0,8,4,0.0
1158,BrooklynBoy,https://lichess.org/uHznARXd,2349,White,"English Opening: Anglo-Indian Defense, King's Knight Variation",2,41,239.0,1038.0,11.6,12.0,8.24,16.0,8.0,13.125,14.0,36.859375,21.0,0.0,10.857142857142858,10.0,46.122448979591844,25.0,0.0,1,1,0.0
1159,artuayso,https://lichess.org/uHznARXd,2061,Black,"English Opening: Anglo-Indian Defense, King's Knight Variation",0,41,799.0,1038.0,8.8,7.0,12.559999999999999,14.0,5.0,67.0,30.0,11020.0,340.0,8.0,36.5,23.5,706.9166666666666,86.0,9.0,-1,-1,0.0
1160,BrooklynBoy,https://lichess.org/mdn5JREt,2346,White,Indian Game: Polish Variation,2,75,1120.0,2593.0,15.727272727272727,9.0,243.47107438016528,59.0,1.0,52.785714285714285,23.0,3334.8826530612246,183.0,8.0,17.333333333333332,9.5,424.22222222222223,76.0,2.0,10,2,0.5
1161,freemanchessplay,https://lichess.org/mdn5JREt,2112,Black,Indian Game: Polish Variation,0,75,1473.0,2593.0,21.363636363636363,5.0,1005.8677685950414,93.0,1.0,74.42857142857143,41.5,7935.95918367347,326.0,2.0,17.818181818181817,13.0,224.14876033057854,49.0,2.0,-10,-2,2.5
1162,BrooklynBoy,https://lichess.org/Q5Sc7HFt,2344,White,Réti Opening,2,153,1498.0,3432.0,18.875,12.0,276.4427083333333,86.0,6.0,33.592592592592595,19.0,1371.7969821673526,162.0,0.0,5.52,4.0,33.449600000000004,30.0,0.0,-5,-1,1.0
1163,roman2703,https://lichess.org/Q5Sc7HFt,2030,Black,Réti Opening,0,153,1934.0,3432.0,20.625,11.5,602.8177083333334,111.0,2.0,37.48148148148148,25.0,1890.1015089163238,204.0,0.0,17.791666666666668,9.0,626.4982638888888,101.0,1.0,5,1,1.0
1164,BrooklynBoy,https://lichess.org/RTLIJglj,2339,White,"King's Indian Defense: Fianchetto Variation, Uhlmann-Szabo System",2,51,448.0,1798.0,10.142857142857142,11.0,3.265306122448979,12.0,7.0,25.2,18.5,441.15999999999997,65.0,2.0,15.625,11.5,112.734375,38.0,6.0,1,1,0.0
1165,Escileus,https://lichess.org/RTLIJglj,2224,Black,"King's Indian Defense: Fianchetto Variation, Uhlmann-Szabo System",0,51,1350.0,1798.0,8.714285714285714,4.0,62.775510204081634,21.0,1.0,114.4,91.0,11814.640000000001,322.0,5.0,20.714285714285715,20.0,141.91836734693877,45.0,5.0,-1,-1,0.0
1166,BrooklynBoy,https://lichess.org/syTAQJ64,2336,White,Queen's Indian Defense: Classical Variation,2,71,508.0,1985.0,11.0,8.0,76.8,34.0,0.0,18.923076923076923,16.0,150.9940828402367,51.0,4.0,12.666666666666666,10.0,55.55555555555555,29.0,5.0,0,0,0.5
1167,yanoviz,https://lichess.org/syTAQJ64,2017,Black,Queen's Indian Defense: Classical Variation,0,71,1477.0,1985.0,48.1,30.5,1680.89,155.0,19.0,45.07692307692308,43.0,1272.6863905325445,104.0,0.0,37.27272727272727,27.0,1208.198347107438,141.0,13.0,0,0,0.5
1168,BrooklynBoy,https://lichess.org/M42e1ygk,2334,White,Slav Defense: Modern,2,81,545.0,1153.0,13.416666666666666,12.0,66.40972222222223,29.0,0.0,16.0,13.0,83.33333333333333,36.0,0.0,11.076923076923077,9.0,98.37869822485206,34.0,0.0,3,1,0.5
1169,Toroboltan,https://lichess.org/M42e1ygk,2042,Black,Slav Defense: Modern,0,81,608.0,1153.0,11.166666666666666,8.0,77.30555555555557,34.0,3.0,22.8,14.0,491.22666666666674,91.0,2.0,11.0,8.0,109.16666666666667,33.0,1.0,-3,-1,0.5
1170,BrooklynBoy,https://lichess.org/xa1WUZcN,2329,White,"English Opening: Anglo-Indian Defense, King's Indian Formation",2,37,637.0,1555.0,11.0,10.0,14.0,17.0,6.0,46.42857142857143,29.0,2727.387755102041,171.0,7.0,42.833333333333336,30.0,1234.8055555555554,99.0,6.0,0,0,0.0
1171,kareem123456,https://lichess.org/xa1WUZcN,2196,Black,"English Opening: Anglo-Indian Defense, King's Indian Formation",0,37,918.0,1555.0,6.8,7.0,2.16,8.0,4.0,98.57142857142857,39.0,9517.95918367347,288.0,13.0,38.8,33.0,642.96,72.0,7.0,0,0,0.0
1172,BrooklynBoy,https://lichess.org/NL3tlaYV,2341,White,Réti Opening: Advance Variation,0,72,631.0,1444.0,18.545454545454547,9.0,342.4297520661157,69.0,6.0,22.076923076923077,16.0,419.30177514792894,82.0,0.0,12.727272727272727,9.0,91.10743801652893,35.0,4.0,0,2,0.0
1173,Aballi,https://lichess.org/NL3tlaYV,2040,Black,Réti Opening: Advance Variation,2,72,813.0,1444.0,26.545454545454547,18.0,451.7024793388429,77.0,10.0,23.923076923076923,18.0,322.22485207100596,69.0,7.0,19.09090909090909,15.0,106.62809917355372,47.0,11.0,0,-2,0.0
1174,BrooklynBoy,https://lichess.org/t8vgMfvN,2339,White,"Queen's Indian Defense: Classical Variation, Traditional Variation, Nimzowitsch Line",2,73,763.0,2295.0,13.181818181818182,10.0,111.60330578512395,42.0,3.0,21.23076923076923,24.0,130.4852071005917,47.0,4.0,28.5,26.0,558.75,82.0,0.0,1,1,0.0
1175,obedmbedzi,https://lichess.org/t8vgMfvN,2005,Black,"Queen's Indian Defense: Classical Variation, Traditional Variation, Nimzowitsch Line",0,73,1532.0,2295.0,28.181818181818183,12.0,1180.8760330578511,120.0,3.0,53.53846153846154,46.0,1292.7100591715975,122.0,6.0,47.81818181818182,23.0,3973.7851239669417,193.0,7.0,-1,-1,0.0
1176,BrooklynBoy,https://lichess.org/AjOB1UCB,2343,White,"English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense",1,99,1338.0,2899.0,12.4,11.0,49.70666666666668,30.0,0.0,39.333333333333336,32.0,1161.7777777777776,128.0,3.0,27.75,17.0,923.9375,124.0,0.0,-1,-1,0.5
1177,Mitchell82,https://lichess.org/AjOB1UCB,2101,Black,"English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense",1,99,1561.0,2899.0,19.666666666666668,6.0,1542.3555555555556,162.0,3.0,36.666666666666664,18.5,1624.3333333333333,161.0,1.0,40.4,16.0,3948.5066666666667,221.0,0.0,1,1,0.5
1178,BrooklynBoy,https://lichess.org/ZkByxDk4,2340,White,"English Opening: Symmetrical Variation, Four Knights Variation",2,113,911.0,4304.0,17.941176470588236,11.0,249.7024221453287,72.0,5.0,23.55,14.5,448.9475000000001,87.0,4.0,7.105263157894737,3.0,115.0415512465374,47.0,0.0,3,-1,0.0
1179,chessaroov,https://lichess.org/ZkByxDk4,2033,Black,"English Opening: Symmetrical Variation, Four Knights Variation",0,113,3393.0,4304.0,56.64705882352941,24.0,5719.8754325259515,248.0,3.0,93.65,24.5,29513.627499999995,734.0,1.0,30.944444444444443,3.5,3526.608024691357,247.0,1.0,-3,1,0.0
1180,BrooklynBoy,https://lichess.org/4NTTZ3kx,2351,White,"Neo-Grünfeld Defense: Classical Variation, Original Defense",0,66,467.0,759.0,9.0,8.0,21.8,19.0,4.0,20.083333333333332,17.5,200.74305555555563,56.0,4.0,13.6,8.0,121.23999999999998,32.0,0.0,-3,-1,0.0
1181,vodafone,https://lichess.org/4NTTZ3kx,2065,Black,"Neo-Grünfeld Defense: Classical Variation, Original Defense",2,66,292.0,759.0,5.2,2.0,32.96000000000001,17.0,1.0,14.333333333333334,7.5,175.38888888888889,42.0,2.0,6.8,6.5,19.759999999999998,18.0,2.0,3,1,0.0
1182,BrooklynBoy,https://lichess.org/laGEpV2Y,2349,White,Réti Opening: Advance Variation,2,73,685.0,1464.0,10.272727272727273,9.0,35.28925619834711,25.0,0.0,14.846153846153847,13.0,75.8224852071006,35.0,0.0,31.583333333333332,11.0,1263.9097222222224,89.0,2.0,4,2,0.0
1183,roman2703,https://lichess.org/laGEpV2Y,2018,Black,Réti Opening: Advance Variation,0,73,779.0,1464.0,6.0,5.0,26.0,20.0,1.0,16.76923076923077,17.0,94.33136094674556,35.0,4.0,45.0,17.0,4524.181818181818,249.0,2.0,-4,-2,2.0
1184,BrooklynBoy,https://lichess.org/NssB11Js,2352,White,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",1,93,1466.0,2609.0,20.0,11.5,583.0,101.0,5.0,50.0,31.0,2118.3529411764707,139.0,4.0,22.4,11.0,821.8399999999998,119.0,1.0,0,0,0.5
1185,CharlesLeclerc,https://lichess.org/NssB11Js,2179,Black,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",1,93,1143.0,2609.0,31.285714285714285,12.5,2065.204081632653,181.0,2.0,31.0,16.0,1495.8823529411766,143.0,0.0,12.714285714285714,7.5,144.34693877551018,47.0,2.0,0,0,0.5
1186,BrooklynBoy,https://lichess.org/17zr8CQB,2350,White,"Old Indian Defense: Janowski Variation, Fianchetto Variation",2,57,415.0,687.0,8.625,8.5,8.234375,15.0,5.0,13.090909090909092,8.0,115.35537190082646,44.0,3.0,22.444444444444443,15.0,537.358024691358,83.0,2.0,4,0,0.0
1187,foytik,https://lichess.org/17zr8CQB,2013,Black,"Old Indian Defense: Janowski Variation, Fianchetto Variation",0,57,272.0,687.0,14.0,8.0,151.25,37.0,2.0,8.363636363636363,7.0,49.68595041322314,23.0,0.0,8.5,6.0,22.5,17.0,4.0,-4,0,0.0
1188,BrooklynBoy,https://lichess.org/A74TORH0,2348,White,Slav Defense: Modern,2,49,343.0,867.0,6.571428571428571,5.0,11.673469387755102,14.0,4.0,10.777777777777779,11.0,35.06172839506173,22.0,0.0,25.0,10.0,679.0,80.0,0.0,6,2,0.0
1189,lapserdak,https://lichess.org/A74TORH0,2029,Black,Slav Defense: Modern,0,49,524.0,867.0,7.0,2.0,64.57142857142857,22.0,1.0,13.11111111111111,7.0,153.65432098765433,43.0,3.0,51.0,61.0,1540.5714285714287,108.0,3.0,-6,-2,0.0
1190,BrooklynBoy,https://lichess.org/B8VV2Ud6,2346,White,"English Opening: King's English Variation, Three Knights System",2,45,379.0,1010.0,7.0,8.0,10.666666666666666,10.0,0.0,22.333333333333332,12.0,421.3333333333334,58.0,4.0,19.428571428571427,18.0,144.24489795918365,39.0,5.0,4,0,2.0
1191,CecilDeVere,https://lichess.org/B8VV2Ud6,2030,Black,"English Opening: King's English Variation, Three Knights System",0,45,631.0,1010.0,3.3333333333333335,2.5,6.888888888888888,9.0,1.0,64.77777777777777,6.0,24747.50617283951,509.0,2.0,4.666666666666667,5.0,2.222222222222222,7.0,2.0,-4,0,0.0
1192,BrooklynBoy,https://lichess.org/wI7PQK37,2342,White,Zukertort Opening: Queenside Fianchetto Variation,2,31,141.0,378.0,5.5,6.0,4.75,8.0,2.0,8.0,7.0,27.0,17.0,0.0,14.2,11.0,122.96000000000001,36.0,6.0,0,0,0.0
1193,SamohtIkswoklak,https://lichess.org/wI7PQK37,2129,Black,Zukertort Opening: Queenside Fianchetto Variation,0,31,237.0,378.0,12.25,8.0,123.6875,31.0,2.0,20.0,11.5,463.6666666666667,64.0,2.0,17.0,7.5,343.5,49.0,4.0,0,0,0.0
1194,BrooklynBoy,https://lichess.org/l8q3vGwa,2340,White,Indian Game: Anti-Nimzo-Indian,2,47,246.0,419.0,8.5,7.5,11.916666666666666,14.0,4.0,16.11111111111111,9.0,157.43209876543207,39.0,0.0,6.25,8.0,11.9375,9.0,0.0,2,0,0.0
1195,banane_verte,https://lichess.org/l8q3vGwa,2062,Black,Indian Game: Anti-Nimzo-Indian,0,47,173.0,419.0,6.833333333333333,3.5,29.80555555555556,15.0,2.0,10.0,10.0,46.888888888888886,23.0,1.0,6.0,3.0,68.85714285714286,26.0,0.0,-2,0,0.0
1196,BrooklynBoy,https://lichess.org/esJED6JU,2337,White,"Dutch Defense: Classical Variation, Huisl Variation",2,47,626.0,2002.0,9.333333333333334,7.5,20.888888888888886,19.0,5.0,48.22222222222222,14.0,5419.506172839505,249.0,6.0,17.0,12.5,118.5,43.0,6.0,9,3,0.0
1197,Feniks714,https://lichess.org/esJED6JU,2054,Black,"Dutch Defense: Classical Variation, Huisl Variation",0,47,1376.0,2002.0,3.0,2.5,5.666666666666667,8.0,1.0,117.44444444444444,38.0,19257.358024691355,414.0,1.0,43.0,44.0,1377.142857142857,109.0,0.0,-9,-3,0.0
1198,BrooklynBoy,https://lichess.org/JT2YkWn2,2335,White,Zukertort Opening: Sicilian Invitation,2,133,1140.0,2300.0,18.238095238095237,8.0,276.7528344671201,51.0,0.0,20.565217391304348,11.0,593.1153119092628,105.0,0.0,12.909090909090908,8.0,169.53719008264466,50.0,2.0,1,1,1.0
1199,retiredchess,https://lichess.org/JT2YkWn2,2043,Black,Zukertort Opening: Sicilian Invitation,0,133,1160.0,2300.0,24.666666666666668,9.0,1133.8412698412696,141.0,1.0,20.391304347826086,8.0,1011.2816635160677,149.0,0.0,8.238095238095237,4.0,81.89569160997732,41.0,1.0,-1,-1,0.5
1200,BrooklynBoy,https://lichess.org/j4UGx0dR,2333,White,"English Opening: Anglo-Indian Defense, King's Indian Formation",2,52,457.0,1405.0,12.714285714285714,13.0,57.63265306122448,26.0,2.0,19.6,10.0,664.4400000000002,96.0,5.0,21.5,18.5,404.25,70.0,1.0,0,0,0.0
1201,Risk_It_4Biscuit,https://lichess.org/j4UGx0dR,2009,Black,"English Opening: Anglo-Indian Defense, King's Indian Formation",0,52,948.0,1405.0,20.714285714285715,8.0,919.9183673469387,93.0,2.0,31.0,17.5,1354.4,121.0,0.0,61.625,24.0,7507.484375,265.0,0.0,0,0,0.0
1202,Wittke,https://lichess.org/DDASWrD1,2385,White,Réti Opening,2,89,1154.0,2031.0,15.076923076923077,6.0,281.45562130177507,58.0,1.0,43.3125,25.0,2139.21484375,156.0,3.0,17.666666666666668,7.0,361.0222222222222,66.0,2.0,1,1,0.5
1203,calum1,https://lichess.org/DDASWrD1,1879,Black,Réti Opening,0,89,877.0,2031.0,19.076923076923077,10.0,321.60946745562126,63.0,2.0,27.5,21.5,646.0,88.0,2.0,13.5,6.0,434.5357142857143,84.0,1.0,-1,-1,2.5
1204,Wittke,https://lichess.org/gTnqssfa,2383,White,Réti Opening,2,91,792.0,1530.0,16.214285714285715,6.5,361.16836734693874,61.0,3.0,25.375,14.0,730.234375,91.0,2.0,10.6,6.0,108.77333333333333,36.0,2.0,2,2,2.5
1205,MinjoCG,https://lichess.org/gTnqssfa,1960,Black,Réti Opening,0,91,738.0,1530.0,10.214285714285714,10.0,24.168367346938773,20.0,4.0,23.125,13.5,435.734375,63.0,2.0,16.071428571428573,16.5,91.78061224489795,40.0,3.0,-2,-2,2.5
1206,Wittke,https://lichess.org/Fn40HdjU,2383,White,Zukertort Opening: Sicilian Invitation,2,37,153.0,432.0,5.0,5.0,2.0,7.0,3.0,11.714285714285714,7.0,115.91836734693877,34.0,2.0,7.666666666666667,6.5,12.888888888888891,13.0,4.0,4,2,0.0
1207,FelipeAvila,https://lichess.org/Fn40HdjU,1500,Black,Zukertort Opening: Sicilian Invitation,0,37,279.0,432.0,7.2,3.0,40.96,19.0,2.0,8.857142857142858,7.0,28.979591836734695,21.0,4.0,36.2,25.0,660.5600000000001,81.0,13.0,-4,-2,2.0
1208,FelipeAvila,https://lichess.org/q6Q4XG6c,1500,White,Caro-Kann Defense,0,46,443.0,737.0,9.0,4.0,73.0,21.0,1.0,31.77777777777778,35.0,410.39506172839504,70.0,6.0,14.714285714285714,4.0,372.48979591836735,56.0,0.0,-13,-3,2.5
1209,Wittke,https://lichess.org/q6Q4XG6c,2383,Black,Caro-Kann Defense,2,46,294.0,737.0,20.0,23.5,142.0,33.0,3.0,14.222222222222221,11.0,127.06172839506172,38.0,4.0,6.571428571428571,3.0,85.38775510204083,29.0,0.0,13,3,2.5
1210,Wittke,https://lichess.org/QqdugqRM,2383,White,King's Indian Attack: French Variation,2,81,1289.0,2557.0,28.416666666666668,11.5,2838.7430555555566,202.0,2.0,54.06666666666667,27.0,5196.72888888889,244.0,2.0,10.538461538461538,5.0,127.94082840236683,43.0,2.0,0,0,0.0
1211,Proba123,https://lichess.org/QqdugqRM,1900,Black,King's Indian Attack: French Variation,0,81,1268.0,2557.0,45.5,15.0,4796.25,260.0,5.0,39.733333333333334,25.0,2489.7955555555554,194.0,0.0,10.5,4.5,128.58333333333334,35.0,0.0,0,0,0.0
1212,Proba123,https://lichess.org/62YqwSC9,1900,White,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line",0,46,888.0,1521.0,14.333333333333334,5.5,460.2222222222222,62.0,2.0,62.0,49.0,3314.222222222222,194.0,0.0,34.857142857142854,19.0,876.4081632653061,91.0,9.0,-4,-2,0.0
1213,Wittke,https://lichess.org/62YqwSC9,2383,Black,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line",2,46,633.0,1521.0,8.333333333333334,5.5,35.22222222222222,18.0,3.0,40.111111111111114,17.0,2224.543209876543,129.0,3.0,31.714285714285715,29.0,442.77551020408157,64.0,8.0,4,2,0.0
1214,Wittke,https://lichess.org/WtBvCMIP,2383,White,Réti Opening,2,23,400.0,560.0,19.5,19.5,30.25,25.0,14.0,36.8,10.0,2215.7599999999998,129.0,6.0,44.25,21.5,1925.1875,120.0,14.0,3,1,2.0
1215,spindlewood,https://lichess.org/WtBvCMIP,1377,Black,Réti Opening,0,23,160.0,560.0,9.5,9.5,2.25,11.0,8.0,11.4,6.0,146.24,35.0,2.0,28.0,32.0,274.6666666666667,46.0,6.0,-3,-1,0.0
1216,spindlewood,https://lichess.org/j32ighR7,1377,White,London System,0,56,1360.0,2387.0,8.25,4.0,164.4375,42.0,2.0,86.2,10.0,15067.160000000003,310.0,2.0,48.0,20.0,2724.0,126.0,2.0,-4,2,2.0
1217,Wittke,https://lichess.org/j32ighR7,2383,Black,London System,2,56,1027.0,2387.0,20.0,14.5,351.5,68.0,5.0,48.7,42.0,1787.0099999999998,156.0,3.0,42.22222222222222,22.0,1917.9506172839501,153.0,3.0,4,-2,2.0
1218,Wittke,https://lichess.org/wPsHhdRg,2383,White,Réti Opening,2,54,842.0,1199.0,10.875,6.0,89.609375,31.0,3.0,47.6,44.0,1092.2400000000002,116.0,8.0,34.875,13.5,1588.109375,118.0,4.0,5,1,2.0
1219,deadly_turtle,https://lichess.org/wPsHhdRg,1578,Black,Réti Opening,0,54,357.0,1199.0,5.25,4.0,13.1875,12.0,2.0,14.1,7.5,237.68999999999997,52.0,2.0,21.75,11.0,385.6875,67.0,4.0,-5,-1,0.0
1220,sumersingh,https://lichess.org/ByfMOxfm,1316,White,King's Indian Defense,0,44,453.0,1010.0,8.333333333333334,7.0,33.55555555555556,19.0,2.0,14.25,6.5,315.9375,59.0,2.0,41.285714285714285,33.0,1499.0612244897961,129.0,7.0,-10,-2,0.0
1221,Wittke,https://lichess.org/ByfMOxfm,2383,Black,King's Indian Defense,2,44,557.0,1010.0,10.833333333333334,9.0,47.13888888888889,22.0,3.0,22.75,17.0,313.6875,48.0,2.0,44.285714285714285,48.0,719.061224489796,84.0,6.0,10,2,0.0
1222,Wittke,https://lichess.org/LCyCcNgj,2383,White,Réti Opening,2,9,97.0,132.0,,,,,,24.666666666666668,12.0,346.8888888888889,51.0,11.0,23.0,23.0,0.0,23.0,23.0,0,0,2.0
1223,ForHelvede,https://lichess.org/LCyCcNgj,1500,Black,Réti Opening,0,9,35.0,132.0,,,,,,11.666666666666666,10.0,29.555555555555554,19.0,6.0,,,,,,0,0,2.0
1224,Wittke,https://lichess.org/UoE9SQNf,2383,White,"King's Indian Defense: Orthodox Variation, Classical System",2,68,1356.0,2691.0,3.8,3.0,7.360000000000001,11.0,1.0,56.75,32.0,5204.6875,275.0,2.0,57.90909090909091,33.0,2006.2644628099174,133.0,6.0,2,0,0.0
1225,CheckMateMichel,https://lichess.org/UoE9SQNf,1500,Black,"King's Indian Defense: Orthodox Variation, Classical System",0,68,1335.0,2691.0,2.6,2.0,3.2399999999999998,6.0,0.0,66.5,55.5,2947.5833333333335,197.0,1.0,46.45454545454545,39.0,979.1570247933882,98.0,7.0,-2,0,0.0
1226,Rabinovich10rus,https://lichess.org/bwFC9CfZ,1490,White,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",0,50,484.0,1273.0,7.857142857142857,5.0,32.69387755102041,17.0,2.0,42.22222222222222,19.0,2689.0617283950614,163.0,1.0,6.125,3.5,42.109375,23.0,2.0,-3,-3,2.0
